title,link,image_url,rating,reviews,address,opening_hours,latitude,longitude,kategori,aktivitas,deskripsi,kecamatan,biaya_masuk,biaya_parkir_motor,biaya_parkir_mobil,normalized_rating,normalized_reviews,score
Air Terjun Sitiris Tiris,https://www.google.com/maps/place/Air+Terjun+Sitiris+Tiris/data=!4m7!3m6!1s0x3031c957627d018d:0x7dcfc5580c83e564!8m2!3d2.7249505!4d98.5948899!16s%2Fg%2F11t2ty0stq!19sChIJjQF9YlfJMTARZOWDDFjFz30?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMQ30T6SjXuFf8OMCk8gqz9vDwbZNnPRErTSxsG=w80-h100-k-no,3.8,4,"Hasinggaan, Sianjur Mula Mula, Samosir Regency, North Sumatra",Open 08.00-16.00,2.7249505,98.5948899,Alam,"Pemandangan, Fotografi, Santai","Air Terjun Sitiris-tiris adalah destinasi tersembunyi di Desa Hasinggaan, Samosir, yang menawarkan keindahan alami khas kawasan Danau Toba. Terletak di antara perbukitan hijau dan belum ramai dikunjungi wisatawan, air terjun ini dikenal sebagai hidden gem yang masih sangat alami dan jernih. Menghadap langsung ke Danau Toba, pengunjung dapat menikmati panorama megah dan udara sejuk sambil menjelajah budaya lokal sepanjang perjalanan menyeberangi danau. Tempat ini cocok untuk wisatawan yang mencari ketenangan, keasrian alam, dan pengalaman eksotis jauh dari keramaian.",Sianjur Mula Mula,0,0,0,0.07692307692307665,0.0006043513295729251,0.027013729622512767
Bukit Gajah Bobok,https://www.google.com/maps/place/Bukit+Gajah+Bobok/data=!4m7!3m6!1s0x3031b34843090c27:0x1620a69ecb49e4f0!8m2!3d2.8990462!4d98.5108769!16s%2Fg%2F11p_5r5drm!19sChIJJwwJQ0izMTAR8ORJy56mIBY?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPxMuugsk5hI4bj3zZHxS-KhcFCciiygNnrDpmw=w122-h92-k-no,4.4,175,"Tongging, Merek, Karo Regency, North Sumatra",Open 08.00-16.00,2.8990462,98.5108769,Alam,"Pemandangan, Fotografi, Hiking, Camping, Pemandangan","Bukit Gajah Bobok adalah destinasi alam di Kabupaten Karo, Sumatera Utara, yang menawarkan lanskap perbukitan savana hijau dengan panorama menakjubkan ke Danau Toba dan gunung-gunung sekitarnya. Terletak di ketinggian 1.200 mdpl, bukit ini dikenal sebagai tempat ideal untuk menyaksikan matahari terbit, terbenam, dan langit malam penuh bintang. Bentuknya yang menyerupai gajah tidur menjadi daya tarik unik, sementara jalur hiking, area camping, dan spot foto alam menjadikannya favorit wisatawan pencinta alam.",Merek,10000,10000,25000,0.5384615384615388,0.03505237711522965,0.38743879005764603
Pulau Tolping,https://www.google.com/maps/place/Pulau+Tolping/data=!4m7!3m6!1s0x3031c049b7ab7281:0x9bb141d904ae5a2c!8m2!3d2.7127967!4d98.8126931!16s%2Fg%2F11rqr9_6_h!19sChIJgXKrt0nAMTARLFquBNlBsZs?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPaLBnBF7xlA_N38abDIxQkT2yz5pqfBRwlGQwb=w163-h92-k-no,4.1,12,"Pulau Samosir, Simanindo, Kabupaten Samosir, Sumatera Utara",Open 08.00-16.00,2.7127967,98.8126931,Alam,"Pemandangan, Fotografi, Hiking, Camping, Perahu","Pulau Tolping adalah pulau kecil yang terletak di pinggiran Pulau Samosir, Danau Toba. Pulau ini dikenal karena keindahan alaminya yang masih asri dan belum banyak terjamah. Dikelilingi oleh bebatuan kecil yang tersusun rapi secara alami, Pulau Tolping menawarkan suasana tenang layaknya pulau pribadi. Vegetasi liar, pohon-pohon alami, serta konon adanya gua bawah tanah menambah daya tarik pulau ini. Pengunjung dapat menikmati panorama eksotis Danau Toba dari pulau ini, terutama dengan menyewa kapal nelayan atau sampan dari Desa Silalahi. Karena kedalamannya yang ekstrem dan belum terukur pasti, pengunjung disarankan untuk tidak berenang di sekitarnya.",Simanindo,0,0,0,0.3076923076923075,0.0022159548751007254,0.21604940184714544
Air Terjun Tombak Pangaribuan,https://www.google.com/maps/place/Air+Terjun+Tombak+Pangaribuan/data=!4m7!3m6!1s0x3031dd9500623b81:0xd45d2aff2ad55a4a!8m2!3d2.5316117!4d98.8168167!16s%2Fg%2F11c5x4ym34!19sChIJgTtiAJXdMTARSlrVKv8qXdQ?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNog6OQugvxp2AOR5zJbggwHeG-kIAjj85g7Mod=w80-h106-k-no,4.2,20,"Palipi, Samosir Regency, North Sumatra 22393",Open 24 hours,2.5316117,98.8168167,Alam,"Aktivitas Air, Pemandangan, Hiking","Air Terjun Tombak Pangaribuan terletak di Pardoman Nauli, Batu Jagar, Kecamatan Palipi, Sumatera Utara, sekitar 40 kilometer dari Kota Pangururan. Dengan ketinggian 35 meter dan luas limpahan air sekitar 400 meter persegi, air terjun ini menawarkan pesona alam yang memukau. Dikenal sebagai tempat persemayaman Raja Lotung, air terjun ini memiliki nilai historis yang menarik. Jalur menuju air terjun melalui jalan berbatu dan medan yang mendaki memberikan tantangan tersendiri, menjadikannya destinasi menarik bagi para pecinta alam dan pendaki. Keindahan alam yang dihadirkan, terutama saat melihat air terjun dari kejauhan, menjadikan Air Terjun Tombak Pangaribuan sebagai salah satu objek wisata andalan yang patut dikunjungi.",Palipi,5000,2000,5000,0.384615384615385,0.003827558420628525,0.27037903675695807
Menara Pandang Simanindo,https://www.google.com/maps/place/Menara+Pandang+Simanindo/data=!4m7!3m6!1s0x3031bf54fc458df7:0x688a25165ccab970!8m2!3d2.7480401!4d98.7504048!16s%2Fg%2F11f57sk8jz!19sChIJ941F_FS_MTARcLnKXBYlimg?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNO-VxnxTbLLu7Jhvo6qBRIfijf_dmluoy18qcQ=w163-h92-k-no,4.5,23,"Simanindo Sangkal, Simanindo, Samosir Regency, North Sumatra",Open 08.00-16.00,2.7480401,98.7504048,Alam,"Pemandangan, Fotografi, Santai","Menara Pandang Simanindo merupakan destinasi wisata alam yang terletak di Simanindo Sangkal, Kecamatan Simanindo, Kabupaten Samosir, Sumatera Utara. Dari menara dua lantai ini, pengunjung dapat menikmati panorama Danau Toba dari jarak yang lebih dekat dibandingkan Menara Pandang Tele. Didirikan di atas perbukitan kecil sejak tahun 2017, menara ini menyuguhkan empat sudut pandang yang berbeda, termasuk pemandangan kampung tradisional Simanindo dan pulau kecil yang hijau nan mempesona. Keindahan alam berpadu dengan suasana sejuk dan ornamen sederhana khas Batak. Tempat ini cocok untuk bersantai, berswafoto, serta menikmati pemandangan sambil duduk di kursi panjang yang tersedia di balkon. Tidak dikenakan tiket masuk, menjadikannya pilihan populer saat akhir pekan.",Simanindo,0,0,0,0.6153846153846154,0.00443190975020145,0.4320988036942912
Bukit Simargulang Ombun,https://www.google.com/maps/place/Bukit+Simargulang+Ombun/data=!4m7!3m6!1s0x3031d949df305b7f:0xadf619ed85ddaacf!8m2!3d2.5062786!4d98.7387721!16s%2Fg%2F11f62rbtrw!19sChIJf1sw30nZMTARz6rdhe0Z9q0?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMt7s_OyTY7iDzgxwOBTHBOl3jd5RjN1LoPLncS=w138-h92-k-no,4.6,11,"Tamba Dolok, Sitio-Tio, Samosir Regency, North Sumatra",Open 24 hours,2.5062786,98.7387721,Alam,"Pemandangan, Fotografi, Camping","Bukit Simargalung Ombun adalah destinasi wisata alam tersembunyi yang terletak di Desa Tamba Dolok, Kecamatan Sitiotio, Kabupaten Samosir, Sumatera Utara. Dari puncaknya, pengunjung disuguhi panorama luar biasa: hamparan sawah hijau yang luas, desa Sitio-tio yang membentang, serta keindahan Danau Toba yang magis dari sudut yang jarang dijamah wisatawan. Tempat ini menawarkan suasana tenang dan alami, menjadikannya lokasi ideal untuk camping dan fotografi lanskap. Akses ke bukit ini bisa ditempuh dari Medan atau dari Menara Pandang Tele dengan kondisi jalan yang sudah ditingkatkan oleh masyarakat setempat. Keindahan alami dan ketenangan Bukit Simargalung Ombun menjadikannya surga tersembunyi yang layak dieksplorasi di luar rute wisata utama Samosir.",Sitio-Tio,0,0,0,0.6923076923076921,0.00201450443190975,0.4852197359449573
Panatapan Batu Anduhur,https://www.google.com/maps/place/Panatapan+Batu+Anduhur/data=!4m7!3m6!1s0x3031cf13b78492b9:0x856868718e89b595!8m2!3d2.6236148!4d98.6255891!16s%2Fg%2F11lgwp5k__!19sChIJuZKEtxPPMTARlbWJjnFoaIU?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOxdSzTHttWoZPDE0lUsrndU58rGIQdHWs7KbQj=w204-h92-k-no,4.7,56,"Huta Gurgur, Kec. Sianjur Mula Mula, Kabupaten Samosir, Sumatera Utara 22396",Open 24 hours,2.6236148,98.6255891,Alam,"Pemandangan, Fotografi","Penatapan Batu Anduhur di Huta Gurgur, Samosir, menawarkan pemandangan alam yang memukau dengan sawah yang terhampar luas dan pemandangan Danau Toba dari ketinggian. Pengunjung dapat menikmati suasana angin sejuk dan melihat Gunung Pusuk Buhit serta perbukitan sekitar. Meskipun akses menuju lokasi cukup menantang, keindahan alam di Batu Anduhur membuatnya layak dikunjungi.",Sianjur Mula Mula,0,5000,5000,0.7692307692307696,0.011079774375503625,0.5417854707741897
Pantai Sipinggan,https://www.google.com/maps/place/Indah+Sipinggan+Beach/data=!4m7!3m6!1s0x3031e1df48158301:0xe20812865d8411e8!8m2!3d2.4319981!4d98.8975483!16s%2Fg%2F11fy4mj19w!19sChIJAYMVSN_hMTAR6BGEXYYSCOI?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPckmceiLt00PG-r70TH8fMp-Sw6b_sFtCQnTKH=w122-h92-k-no,4.7,7,"Siantar Selatan, Kota Pematang Siantar, Sumatera Utara 22394",Open 08.00-16.00,2.4319981,98.8975483,Bahari,"Aktivitas Air, Berenang, Pemandangan, Fotografi","Pantai Sipinggan atau Pantai Indah Sipinggan Nainggolan adalah destinasi menawan di bibir Danau Toba yang menawarkan panorama alam yang memukau dengan garis pantai yang panjang, pasir putih, dan ombak danau yang tenang. Lokasinya berada di Desa Sipinggan, Kecamatan Nainggolan, Pulau Samosir. Pantai ini juga pernah menjadi tuan rumah “Festival Tuak” yang mempromosikan kearifan lokal.",Nainggolan,10000,3000,5000,0.7692307692307696,0.0012087026591458502,0.26941207462964123
Pelabuhan Parapat,"https://www.google.com/maps/place/Pelabuhan+Parapat/@2.6680544,98.9356713,17.36z/data=!4m10!1m2!2m1!1sPelabuhan+wisata+danau+toba!3m6!1s0x3031eb8f596fe311:0x5f40ed294a51e30b!8m2!3d2.6685385!4d98.9369917!15sChtQZWxhYnVoYW4gd2lzYXRhIGRhbmF1IHRvYmFaHSIbcGVsYWJ1aGFuIHdpc2F0YSBkYW5hdSB0b2JhkgEGbWFyaW5hmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVI0T1hGbVJHVkJFQUWqAVoQASoUIhBwZWxhYnVoYW4gd2lzYXRhKCYyHxABIhsCE7ysDXZKSwVy1fSntc0PbC915Y2H73JQUlIyHxACIhtwZWxhYnVoYW4gd2lzYXRhIGRhbmF1IHRvYmHgAQD6AQQIABBA!16s%2Fg%2F11cjj04j6x?entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr_4piBGWH5GbrRIfXCqPam28zFkpeULBGmK8EpHB67NCqc1wD77XHqP1YlroKQ4kpQCCoCJjXQdYcO5sbZXYfDghgoEerXLVfEExTRk19VaOaAgPkmof-MPVTp9JHOrzb4dJRotQ=w408-h544-k-no,4.2,9,"Sumatra, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174",Open 08.00-19.00,2.6685385,98.9369917,Bahari,"Aktivitas Air, Perahu, Transportasi","Pelabuhan Parapat adalah pintu gerbang utama ke Pulau Samosir dan kawasan Danau Toba. Pelabuhan ini merupakan tempat bersandarnya kapal feri dan kapal wisata yang akan mengantar wisatawan ke pulau tersebut. Selain sebagai tempat transportasi, pelabuhan ini juga menawarkan pemandangan Danau Toba yang indah dan berbagai aktivitas wisata air. ",Girsang Sipangan Bolon,0,0,0,0.384615384615385,0.0016116035455278,0.13485712514721393
Danau Pea Porohan,https://www.google.com/maps/place/PEA+POROHAN+%28WISATA+ALAM%29/data=!4m7!3m6!1s0x3031c5900904bb3d:0x304eee46818a008d!8m2!3d2.6243546!4d98.7341014!16s%2Fg%2F11rc90hvwm!19sChIJPbsECZDFMTARjQCKgUbuTjA?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNYlmfjZFx3iBi2nGM0UiG-z3mNIQpYAcSRWCTP=w162-h92-k-no,4.8,4,"Salaon Toba, Ronggur Nihuta, Samosir Regency, North Sumatra 22392",Open 24 hours,2.6243546,98.7341014,Alam,"Pemandangan, Fotografi, Trekking, Memancing, Camping, Santai","Pea Porohan adalah sebuah danau yang terletak di Desa Salaon Toba, Kec. Ronggur Nihuta, Kab. Samosir, Sumatera Utara. Danau ini dikenal dengan julukan ""danau di atas danau"" karena posisinya yang berada di ketinggian, dikelilingi oleh pepohonan hijau yang menciptakan pemandangan alam yang memukau. Pea Porohan menawarkan pengalaman yang tenang dan damai, cocok untuk berfoto, piknik, atau trekking menikmati udara segar. Sejarah dan budaya lokal yang kental juga menambah daya tarik, dengan cerita tentang sumur sakral yang dipercaya dapat menyembuhkan penyakit. Fasilitas yang tersedia termasuk home stay, sepeda air, dan tempat untuk memancing. Wisatawan juga dapat berkemah di sekitar danau dan menikmati aktivitas alam lainnya.",Ronggur Nihuta,0,5000,20000,0.8461538461538463,0.0006043513295729251,0.2962444988532821
Pantai Said Dolok Parapat,https://www.google.com/maps/place/Pantai+pasir+putih+said+dolok/data=!4m7!3m6!1s0x3031eda50f73766f:0x3bdeda721ffe8650!8m2!3d2.6809914!4d98.9242616!16s%2Fg%2F11p02mnxvt!19sChIJb3ZzD6XtMTARUIb-H3La3js?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOq9apZmbN3YbU1RKE3_cTuhy0F9qqQhJ16PehK=w122-h92-k-no,4.6,18,"Jl. Siborongborong - Parapat, Sibaganding, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174",Open 24 hours,2.6809914,98.9242616,Bahari,"Aktivitas Air, Berenang, Camping, Santai","Pantai Said Dolok adalah pantai berpasir putih yang terletak di Jalan Siborong Borong - Parapat, Sibaganding, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara. Pantai ini memiliki pasir putih yang landai dengan keindahan alam yang masih alami dan bersih, menciptakan suasana yang tenang dan menenangkan bagi para pengunjung.",Girsang Sipangan Bolon,0,1000,2000,0.6923076923076921,0.003424657534246575,0.48564278187565835
Pantai Pakkodian,https://www.google.com/maps/place/Pakkodian/data=!4m7!3m6!1s0x302e04b328f0563f:0x290b460f48d5dd52!8m2!3d2.3396203!4d99.0134629!16s%2Fg%2F11c3k4_chx!19sChIJP1bwKLMELjARUt3VSA9GCyk?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMQTUCMm-zQqpVSOM2Wks54R3vwjvirj-JhWFnQ=w204-h92-k-no,4.5,579,"Danau Toba, Lintong Nihuta, Kec. Tampahan, Toba, Sumatera Utara 22312",Open 24 hours,2.3396203,99.0134629,Bahari,"Aktivitas Air, Pemandangan, Berenang, Camping, Fotografi, Santai","Pantai Pakkodian terletak di pinggiran Danau Toba, tepatnya di Desa Tarabunga, Kecamatan Tampahan, Kabupaten Toba, Sumatera Utara. Pantai ini terkenal dengan pasir putihnya yang lembut dan air danau yang jernih, menciptakan pemandangan yang memukau, terutama saat matahari terbenam di balik perbukitan. Di sini, pengunjung dapat menikmati berbagai aktivitas seperti camping berenang, menyewa perahu untuk menjelajahi danau, atau memancing. Pantai Pakkodian juga menjadi tempat yang ideal untuk bersantai, berjemur, atau sekadar menikmati kedamaian alam yang tenang. Selain keindahan alamnya, pengunjung dapat berinteraksi dengan masyarakat lokal Batak yang ramah, serta menikmati pertunjukan tari dan musik tradisional yang memperkaya pengalaman wisata. Dengan fasilitas seperti penginapan, restoran, dan toko suvenir, Pantai Pakkodian menjadi destinasi yang mudah diakses dan cocok untuk liburan bersama keluarga atau teman.",Tampahan,0,5000,10000,0.6153846153846154,0.11643835616438356,0.46570073761854586
Bukit Cinta Silahisabungan,https://www.google.com/maps/place/Bukit+cinta/data=!4m7!3m6!1s0x3031b521bc259afb:0x30ff76880076acf7!8m2!3d2.7620477!4d98.5336525!16s%2Fg%2F11sszn831r!19sChIJ-5olvCG1MTAR96x2AIh2_zA?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPCwb8735pg8wqNVK7UPYTk8lGqLNR8cmCJg3A=w80-h106-k-no,4.2,75,"Silalahi I, Silahisabungan, Dairi Regency, North Sumatra",Open 08.00-16.00,2.7620477,98.5336525,Alam,"Pemandangan, Fotografi, Camping, Trekking","Bukit Cinta Silalahi, yang terletak di Desa Silalahi, Kabupaten Dairi, Sumatera Utara, menawarkan pemandangan alam yang memukau, dengan latar belakang Danau Toba yang luas dan dikelilingi perbukitan hijau. Tempat ini dikenal dengan atmosfer romantisnya, menjadikannya destinasi ideal untuk pasangan yang ingin menghabiskan waktu bersama. Bukit ini juga populer di kalangan para fotografer berkat spot-spot menarik untuk mengabadikan keindahan alam, terutama saat matahari terbit atau terbenam. Akses ke bukit ini cukup mudah, meski jalan yang menantang membutuhkan perjalanan sekitar 4-5 jam dari Medan. Di puncaknya, pengunjung bisa menikmati pemandangan indah sambil duduk santai di gazebo atau berkemah di area yang tersedia. Bukit Cinta Silalahi adalah tempat yang menawarkan ketenangan, keindahan alam, dan pengalaman berharga di Sumatera Utara.",Silahisabungan,0,0,0,0.384615384615385,0.01490733279613215,0.2737029690696091
La repa beach,https://www.google.com/maps/place/La+repa+beach/data=!4m7!3m6!1s0x3031eb2941f92749:0x7c28888217057ef6!8m2!3d2.7182254!4d98.8893516!16s%2Fg%2F11lgv5cwnp!19sChIJSSf5QSnrMTAR9n4FF4KIKHw?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPIWTfbFkiZ2pk2FCTiptKZ5z2ndKuHzBHkBqZH=w163-h92-k-no,4.0,8,"Sipolha Horison, Pematang Sidamanik, Simalungun Regency, North Sumatra 21186",Open 24 hours,2.7182254,98.8893516,Alam,"Fotografi, Gua","Pantai La Repa, yang terletak di Nagori Sipolha, Kecamatan Pematang Sidamanik, Simalungun, menawarkan pengalaman wisata yang unik dan memikat. Salah satu daya tarik utama dari pantai ini adalah Gua Singirngir yang tersembunyi di sekitarnya, yang dikenal juga dengan nama Gua Mimpi. Gua ini ditemukan pada tahun 1998 dan dikenal karena keindahan stalaktit dan stalagmit yang menghiasi dindingnya. Perjalanan menuju gua ini memacu adrenalin, dengan medan yang menantang dan gelapnya suasana di dalam gua. Bagi para pecinta alam, menjelajahi gua ini adalah pengalaman yang tak terlupakan, apalagi dengan bantuan lampu kepala untuk menerangi kegelapan di dalamnya. Selain gua, pengunjung juga dapat menikmati panorama alam yang menakjubkan, bersantai di pantai berpasir putih sepanjang 250 meter, atau menikmati angin sepoi-sepoi sambil menikmati gemuruh ombak yang tenang. Pantai La Repa dengan keindahan alamnya yang eksotis ini memberikan kesempatan untuk menggabungkan petualangan dengan ketenangan.",Pematang Sidamanik,0,0,0,0.23076923076923084,0.0014101531023368251,0.08098075373458131
Loho Beach And Camping Ground,https://www.google.com/maps/place/Loho+beach+%26+camping+ground/data=!4m7!3m6!1s0x3031c716dcd619f5:0x5c6070d935b51b9d!8m2!3d2.7116063!4d98.6910286!16s%2Fg%2F11y2d1k2cq!19sChIJ9RnW3BbHMTARnRu1NdlwYFw?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMOx7Y8ln76WFQI01UWRnBX0ipIrp05ZZy8CpWE=w122-h92-k-no,5.0,58,"Jl. Raya Simanindo, Parbaba, Toba, Kabupaten Samosir, Sumatera Utara 22390",Open 24 hours,2.7116063,98.6910286,Bahari,"Camping, Santai, Aktivitas Air, Berenang, Santai","Loho Beach & Camping Ground, terletak di Jl. Raya Simanindo, Parbaba, Toba, Kabupaten Samosir, Sumatera Utara, adalah destinasi wisata yang menawarkan pengalaman berlibur unik dengan kombinasi pantai dan berkemah. Terletak di kawasan dengan pemandangan alam yang memukau, tempat ini menawarkan pasir putih yang bersih dan air laut yang jernih, menciptakan suasana yang menenangkan. Pengunjung dapat menikmati berbagai aktivitas seperti berenang, berjemur, atau berkemah di dekat pantai, menikmati malam di bawah bintang-bintang dengan suara ombak sebagai latar belakang. Fasilitas camping yang tertata dengan baik memastikan kenyamanan pengunjung yang ingin merasakan liburan santai namun penuh petualangan di tengah keindahan alam.",Pangururan,0,0,0,1.0,0.011482675261885575,0.7034448025785657
Pantai Pasir Putih Purbaba,"https://www.google.com/maps/place/Pantai+Pasir+Putih+Parbaba/@2.6950959,98.6794137,15z/data=!3m1!4b1!4m6!3m5!1s0x3031c645a45d4f41:0x49aff691571c6464!8m2!3d2.695096!4d98.6897135!16s%2Fg%2F11b6zxmg8l?entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqSRUtW9NnlDEx7yjiTPmHCL2DZq4XoYllgNKAfWLcgKQuRjxUKa0gWXGBioaLMYVvCvFUxrou4-unyR09hAvkzA5y7FoVYa-gX_UqKOFk0hVdYG-5U8eZZZ6pV7QTRphaYyHH8=w427-h240-k-no,4.2,2918,"Parbaba Dolok, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara",Open 08.00-17.00,2.695096,98.6897135,Bahari,"Aktivitas Air, Berenang, Perahu, Banana Boat, Olahraga","Pantai Pasir Putih Parbaba adalah destinasi wisata unik di tepi Danau Toba, Samosir, yang menawarkan hamparan pasir putih alami dengan latar belakang bukit hijau, menjadikannya tempat yang ideal untuk bersantai maupun beraktivitas seru bersama keluarga. Berlokasi tidak jauh dari Tomok, pantai ini mudah diakses dan menawarkan berbagai wahana air seperti banana boat, kano, sepeda air, dan speed boat, serta aktivitas santai seperti berenang, bermain pasir, voli pantai, atau sekadar menikmati pemandangan danau. Fasilitasnya cukup lengkap, termasuk kamar mandi, ruang ganti, tempat makan, toko cenderamata, serta penginapan terjangkau di sekitarnya.",Pangururan,5000,0,5000,0.384615384615385,0.5876309427880742,0.4455200520671917
Perkemahan Paropo,https://www.google.com/maps/place/Perkemahan+Paropo/data=!4m7!3m6!1s0x3031b3755f6acba9:0x9c1bb632e36473ef!8m2!3d2.8441892!4d98.5295004!16s%2Fg%2F11f40ylkbw!19sChIJqctqX3WzMTAR73Nk4zK2G5w?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipO2tad4p5_q7RoEohsPN8XMA8u5olDC5R_za0l0=w122-h92-k-no,4.6,204,"Paropo I, Kec. Silahsabungan, Kabupaten Dairi, Sumatera Utara",Open 24 hours,2.8441892,98.5295004,Alam,"Pemandangan, Fotografi, Camping, Memancing, Aktivitas Air","Perkemahan Paropo terletak di Desa Paropo, Kecamatan Silahisabungan, Kabupaten Dairi, Sumatera Utara, adalah destinasi wisata alam yang terletak di tepi timur Danau Toba, menawarkan panorama indah dan udara sejuk di ketinggian 1.000 mdpl. Desa ini populer sebagai tempat camping favorit, terutama saat akhir pekan, karena suasana damainya, pemandangan danau yang jernih dikelilingi bukit hijau, dan momen matahari terbit yang menawan. Selain berkemah, pengunjung juga bisa menikmati aktivitas seperti memancing, berenang, bermain air, atau sekadar bersantai sambil menikmati alam. Fasilitas yang tersedia mencakup area berkemah lengkap, penyewaan perlengkapan camping, dan akses menuju Pulau Paropo serta wisata budaya seperti Tugu Silahisabungan yang menggelar pesta adat tahunan. Dengan keindahannya yang memesona, Paropo menjadi tempat ideal untuk menyegarkan pikiran dari hiruk pikuk kota.",Silahisabungan,15000,5000,10000,0.6923076923076921,0.040894439967767926,0.4968837166057148
Pinus Hills Simarjarunjung,https://www.google.com/maps/place/Pinus+Hills+Simarjarunjung/data=!4m7!3m6!1s0x3031bfeba9ee1ef9:0x5cdfd4f32b372494!8m2!3d2.8170001!4d98.7827456!16s%2Fg%2F11lkflf_g_!19sChIJ-R7uqeu_MTARlCQ3K_PU31w?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMQQGrvqUHoP7lyGYC9lWHSCMfOvOJleBNl2O8k=w122-h92-k-no,4.2,27,"Jl. Simarjarunjung, Parik Sabungan, Kec. Dolok Pardamean, Kabupaten Simalungun, Sumatera Utara 21163",Open 24 hours,2.8170001,98.7827456,Alam,"Pemandangan, Hiburan, Fotografi","Pinus Hills Simarjarunjung adalah destinasi wisata alam yang menawarkan hutan pinus yang asri dengan pemandangan perbukitan indah dan udara sejuk, menjadikannya tempat ideal untuk menikmati suasana alam yang tenang. Dari ketinggian bukit ini, pengunjung dapat menikmati panorama spektakuler Danau Toba dan lanskap perbukitan sekitarnya, sementara di beberapa titik telah dibangun rumah pohon (tree house) sederhana yang memberikan kesempatan sempurna untuk berswafoto dengan latar alam yang memukau.",Dolok Pardamean,0,15000,40000,0.384615384615385,0.005237711522965351,0.2708020826876591
Spot foto silalahi,https://www.google.com/maps/place/Spot+foto+silalahi/data=!4m7!3m6!1s0x3031b55c72505701:0x5e5f714df6a15b00!8m2!3d2.755638!4d98.5689484!16s%2Fg%2F11s7wbs3yw!19sChIJAVdQcly1MTARAFuh9k1xX14?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipP6zO31HQP-ZKmxMx7KDvpbHxVH50k3HQbFBlor=w122-h92-k-no,4.5,75,"Silalahi II, Kec. Silahsabungan, Kabupaten Dairi, Sumatera Utara",Open 24 hours,2.755638,98.5689484,Alam,"Pemandangan, Hiburan, Trekking, Fotografi","Pada kawasan Silalahi, terdapat beberapa lokasi “anti-mainstream” dengan pemandangan Danau Toba dan perbukitan Barisan yang sangat instagramable. Spot‑spot ini mudah dijangkau oleh wisatawan dan umumnya masih tergolong sepi, sehingga cocok bagi yang ingin berfoto dengan latar alam yang menenangkan",Silahisabungan,0,0,0,0.6153846153846154,0.01490733279613215,0.4352414306080704
